countyFIPS,PostalCode,StateFIPS,X2020.06.01,X2020.08.01,X2020.10.01,X2020.12.01,X2021.02.01,X2021.04.01,FIPSnumber,Percent.of.adults.with.less.than.a.high.school.diploma..2015.19,Percent.of.adults.with.a.high.school.diploma.only..2015.19,Percent.of.adults.completing.some.college.or.associate.s.degree..2015.19,Percent.of.adults.with.a.bachelor.s.degree.or.higher..2015.19,StateName,County,Rural_urban_continuum_code_2013,Civilian_labor_force_2019,Unemployment_rate_2019,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Rural.urban_Continuum_Code_2003,PCTPOVALL_2019,PCTPOV017_2019,PCTPOV517_2019,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,votes_gop,votes_dem,total_votes,white,votingPop,gopPercent,demPercent,black,hispanic,CDPerThou.06.2020,CDPerThou.08.2020,CDPerThou.10.2020,CDPerThou.12.2020,CDPerThou.02.2021,CDPerThou.04.2021,PoliticsGroup
1021,AL,1,1,6,30,39,79,109,1021,18.2,44.4,24.6,12.7,Alabama,Chilton County AL,1,19818,2.7,49692,96,1,16,23.1,21.2,44428,21800,22628,18965,19712,2247,2349,132,118,87,130,19810,20982,17235,18246,1990,1646,1730,1466,16085,3073,19310,0.870554605203925,0.434635815251643,0.832988089073019,0.159140341791818,0.103448275862069,0.0818402809039345,0.022508328081390114,0.1350499684883407,0.6752498424417034,0.8778247951742144,1.778157918429819,2.4534077608715226,3
1023,AL,1,10,12,12,14,24,24,1023,18.6,37.7,31.8,11.9,Alabama,Choctaw County AL,9,4670,4.7,39808,76.9,9,22.6,30.4,28.3,12589,5938,6651,3499,3692,2370,2885,16,10,7,18,5883,6578,3458,3633,55,73,41,59,4296,3127,7464,0.571212963698467,0.592898562236873,0.57556270096463,0.418944265809218,0.417427913257606,0.0101676066407181,0.7943442688061005,0.9532131225673207,0.9532131225673207,1.1120819763285408,1.9064262451346414,1.9064262451346414,3
1025,AL,1,2,9,16,19,38,59,1025,19.4,41.8,26.6,12.2,Alabama,Clarke County AL,7,7557,5.8,43822,84.6,7,18.4,28.6,27.9,23622,11153,12469,6057,6461,4878,5757,56,77,46,57,10991,12321,5943,6366,162,148,114,95,7324,5755,13135,0.52992972652612,0.556049445432224,0.557594213932242,0.438142367719833,0.450215900431801,0.0131233595800525,0.08466683600033867,0.381000762001524,0.6773346880027094,0.8043349420032173,1.6086698840064346,2.497671662009991,3
1027,AL,1,2,5,9,24,50,54,1027,23.3,37.8,28.3,10.6,Alabama,Clay County AL,9,6101,3,40562,78.3,9,16.6,26,22.3,13235,6447,6788,5400,5615,867,957,30,45,19,19,6216,6584,5197,5437,231,204,203,178,5601,1267,6930,0.832262939176426,0.523611635814129,0.808225108225108,0.182828282828283,0.137816395919909,0.0328673970532678,0.1511144692104269,0.37778617302606726,0.6800151114469211,1.8133736305251227,3.7778617302606725,4.080090668681526,3
1029,AL,1,1,1,5,14,28,41,1029,21,38,25.6,15.4,Alabama,Cleburne County AL,8,5806,3.2,51276,99,8,13.3,17.9,17.7,14910,7340,7570,6999,7177,193,231,35,44,10,23,7128,7395,6815,7024,212,175,184,153,6484,675,7227,0.950771294433266,0.484708249496982,0.897191088971911,0.0933997509339975,0.0284372904091214,0.0259557344064386,0.0670690811535882,0.0670690811535882,0.335345405767941,0.9389671361502347,1.8779342723004695,2.749832327297116,3
1031,AL,1,1,5,5,15,72,110,1031,14.1,27.2,35.9,22.8,Alabama,Coffee County AL,4,21402,2.9,57299,110.7,6,15,21.8,21.3,52342,25742,26600,19647,20022,4429,4787,357,377,320,558,23553,24618,17928,18410,2189,1982,1719,1612,16899,5076,22275,0.75788086049444,0.425566466699782,0.758653198653199,0.227878787878788,0.176072752283061,0.0796874402965114,0.019105116350158574,0.09552558175079286,0.09552558175079286,0.2865767452523786,1.3755683772114171,2.1015627985174428,3
1033,AL,1,2,11,26,42,104,126,1033,14.8,37.8,29.2,18.1,Alabama,Colbert County AL,3,23646,3.7,46683,90.2,3,14.6,19.4,18.6,55241,26408,28833,21424,23016,4108,4851,195,187,152,222,25483,27969,20649,22286,925,864,775,730,19203,8343,27886,0.804474937093825,0.504806212776742,0.688625116545937,0.299182385426379,0.162180264658496,0.0323853659419634,0.036204992668488985,0.1991274596766894,0.4706649046903568,0.7603048460382686,1.8826596187614273,2.280914538114806,3
1035,AL,1,1,10,12,14,23,26,1035,15.7,51.1,20.4,12.8,Alabama,Conecuh County AL,7,4533,4,41539,80.2,9,22.2,34.7,33,12067,5758,6309,3103,3142,2524,3036,36,31,11,17,5608,6182,3011,3066,150,127,92,76,3442,2966,6441,0.51752714013425,0.533769785365045,0.534389070020183,0.460487501940692,0.460760752465401,0.0229551669843375,0.08287063893262617,0.8287063893262617,0.994447667191514,1.1601889450567664,1.9060246954504019,2.1546366122482805,2
1037,AL,1,1,2,3,4,19,24,1037,20,40.3,26.9,12.8,Alabama,Coosa County AL,8,4549,3,42024,81.2,8,17.1,27.8,26.9,10663,5335,5328,3604,3514,1606,1688,41,24,6,12,5183,5200,3513,3432,152,128,91,82,3631,1796,5479,0.667541967551346,0.513832880052518,0.662712173754335,0.327797043256069,0.308918690799962,0.0262590265403733,0.09378223764419019,0.18756447528838038,0.2813467129325706,0.37512895057676077,1.7818625152396137,2.2507737034605646,3
1039,AL,1,1,21,28,34,87,111,1039,16.6,37.3,30.8,15.3,Alabama,Covington County AL,6,15653,3.4,44836,86.6,7,17.2,26.6,25.6,37049,17927,19122,15234,16077,2138,2500,146,134,90,96,17585,18777,14967,15807,342,345,267,270,14586,2721,17430,0.845124024939944,0.470458042052417,0.836833046471601,0.156110154905336,0.125185565062485,0.0185430106075738,0.02699128181597344,0.5668169181354422,0.7557558908472564,0.917703581743097,2.348241517989689,2.996032281573052,3
1041,AL,1,3,4,30,30,48,57,1041,20.8,39.5,22.3,17.4,Alabama,Crenshaw County AL,8,6476,2.8,43309,83.7,8,16.8,25,23.5,13772,6685,7087,4895,5044,1509,1780,42,49,80,72,6500,6939,4743,4934,185,148,152,110,4864,1700,6617,0.721681672959628,0.480467615451641,0.735076318573372,0.256914009369805,0.238817891373802,0.024179494626779,0.21783328492593668,0.2904443799012489,2.178332849259367,2.178332849259367,3.485332558814987,4.138832413592797,3
1043,AL,1,1,11,20,43,149,186,1043,18.4,34.1,33.6,13.9,Alabama,Cullman County AL,4,38646,2.6,50897,98.3,6,12.2,17,16.4,83768,41408,42360,39626,40562,635,521,272,267,224,383,39484,40532,37901,38895,1924,1828,1725,1667,36880,4478,41851,0.957262916626874,0.499606054818069,0.881221476189338,0.106998638025376,0.0138000191003725,0.0447903734122815,0.011937732785789324,0.13131506064368256,0.23875465571578647,0.5133225097889409,1.7787221850826092,2.220418298156814,3
1045,AL,1,0,18,44,54,98,109,1045,13.9,32.3,35.7,18.1,Alabama,Dale County AL,4,20724,3.1,45120,87.2,4,18.1,27.8,26.7,49172,24214,24958,18256,18017,4790,5524,232,190,251,462,22383,23339,16743,16682,1831,1619,1513,1335,14303,5170,19738,0.737675913121289,0.401407304970308,0.724642820954504,0.261931300030398,0.209753518262426,0.0701618807451395,0,0.36606198649638005,0.8948181892133734,1.09818595948914,1.9930041487025136,2.216708696005857,3
1047,AL,1,3,23,26,32,111,148,1047,18.2,35.9,31.2,14.7,Alabama,Dallas County AL,4,14711,5.5,34034,65.7,4,26,41,37.1,37196,17178,20018,4910,5349,11940,14360,74,40,91,76,16941,19826,4777,5255,237,192,133,94,5524,12230,17864,0.27580922679858,0.480266695343585,0.30922525750112,0.6846171070309,0.707065275836111,0.0115334982256157,0.08065383374556404,0.618346058715991,0.698999892461555,0.860307559952683,2.9841918485858696,3.978922464781159,1
1049,AL,1,3,12,21,37,137,179,1049,25.2,34.2,27.6,13,Alabama,DeKalb County AL,6,31052,2.8,44277,85.5,6,18.2,29.4,30.5,71513,35577,35936,32870,33433,688,652,744,702,199,172,29862,30877,28018,29085,5715,5059,4852,4348,24767,4281,29356,0.927146113294086,0.410498790429712,0.843677612753781,0.145830494617795,0.0187378518591025,0.150657922335799,0.04195041460993106,0.16780165843972425,0.29365290226951746,0.5173884468558164,1.915735600520185,2.50304140505922,3
1051,AL,1,8,37,49,64,134,202,1051,13.4,32.5,29.1,25.1,Alabama,Elmore County AL,2,37565,2.6,62310,120.4,2,11.4,17.7,17.8,81209,39236,41973,29676,31785,8345,8834,212,201,270,340,37947,40699,28610,30741,1289,1274,1066,1044,30164,10367,41030,0.756824982452684,0.505239567043062,0.735169388252498,0.252668778942237,0.211540592791439,0.0315605413193119,0.09851124875321701,0.4556145254836287,0.6033813986134542,0.7880899900257361,1.6500634166163848,2.4874090310187293,3
1053,AL,1,3,15,24,31,48,74,1053,18.9,43.7,24.9,12.5,Alabama,Escambia County AL,6,14762,3.5,42712,82.5,6,20.5,27.1,24.4,36633,18425,18208,11261,11554,5974,5476,703,725,53,69,17895,17786,10857,11237,530,422,404,317,10869,4918,15910,0.622799115551552,0.434307864493762,0.683155248271527,0.309113764927718,0.312559713919144,0.0259874976114432,0.08189337482597658,0.4094668741298829,0.6551469986078127,0.8462315398684247,1.3102939972156253,2.0200365790407555,3
1055,AL,1,12,24,45,67,246,343,1055,15.4,32.9,33.9,17.8,Alabama,Etowah County AL,3,42723,3.3,43047,83.1,3,18.8,27,25.6,102268,49496,52772,40115,42386,7542,8560,334,293,412,429,47271,50767,38398,40809,2225,2005,1717,1577,35528,11567,47728,0.80671373254586,0.466695349473931,0.744384847468991,0.242352497485753,0.157449055423006,0.0413619118394806,0.11733875699143427,0.23467751398286854,0.4400203387178785,0.6551413932021747,2.4054445183244026,3.353932804005163,3
1057,AL,1,0,5,10,16,38,59,1057,17.4,41.3,28.9,12.4,Alabama,Fayette County AL,6,6579,3.1,44212,85.4,6,17,23,22.2,16302,7937,8365,6817,7163,927,974,41,37,19,59,7765,8202,6672,7031,172,163,145,132,7300,1395,8766,0.857563489142437,0.537725432462275,0.832762947752681,0.159137577002053,0.116611458716722,0.0205496258127837,0,0.3067108330266225,0.613421666053245,0.981474665685192,2.331002331002331,3.6191878297141455,3
1059,AL,1,8,20,30,34,60,82,1059,22.8,36.6,26.6,14,Alabama,Franklin County AL,6,14696,2.8,44874,86.7,6,16.1,24.5,23.5,31362,15782,15580,14388,14369,776,597,257,265,55,59,12629,13127,11636,12257,3153,2453,2752,2112,10376,2086,12578,0.916937695300045,0.401058605956253,0.824932421688663,0.165845126411194,0.0437790957209362,0.178751355143167,0.2550857725910337,0.6377144314775843,0.9565716472163766,1.0841145335118934,1.913143294432753,2.614629169058096,3
1061,AL,1,0,1,6,8,52,74,1061,19.7,36,31.8,12.5,Alabama,Geneva County AL,3,11045,2.9,43089,83.2,3,16.1,21.3,23,26271,12827,13444,11187,11708,1181,1264,147,146,44,48,12243,12933,10689,11262,584,511,498,446,10848,1595,12545,0.871493281565224,0.477522743709794,0.864726982861698,0.127142287764049,0.0930684024209204,0.0416809409615165,0,0.038064786266225115,0.2283887175973507,0.3045182901298009,1.979368885843706,2.8167941837006585,3
1063,AL,1,4,11,15,18,27,34,1063,20.8,38.6,30.5,10.1,Alabama,Greene County AL,8,2883,5.6,28699,55.4,3,31.7,45.8,44.1,8111,3829,4282,735,765,3033,3449,18,13,11,12,3756,4216,693,730,73,66,42,35,875,3884,4775,0.184934040192331,0.588706694612255,0.183246073298429,0.813403141361257,0.799161632351128,0.0171372210578227,0.49315744051288374,1.3561829614104304,1.849340401923314,2.2192084823079767,3.328812723461965,4.191838244359512,1
1065,AL,1,9,25,28,31,54,73,1065,16,43.4,26.4,14.2,Alabama,Hale County AL,3,6119,3.9,40745,78.7,3,20.5,30.8,30.9,14651,6950,7701,2956,3007,3909,4591,17,22,19,25,6839,7603,2875,2944,111,98,81,63,3190,4687,7922,0.407002934953246,0.540713944440652,0.402676091895986,0.591643524362535,0.580165176438468,0.0142652378677223,0.6142925397583783,1.7063681659954952,1.9111323459149545,2.115896525834414,3.6857552385502697,4.982595044706846,1
1067,AL,1,2,4,5,6,32,42,1067,20.6,32.6,29.8,17.1,Alabama,Henry County AL,3,6944,3.6,48597,93.9,3,17.2,29.2,28,17205,8309,8896,5992,6323,2097,2357,49,30,33,40,8070,8672,5808,6156,239,224,184,167,6607,2606,9298,0.715780296425458,0.540424295263005,0.710582921058292,0.280275328027533,0.258878233071781,0.0269107817494914,0.11624527753560011,0.23249055507120023,0.2906131938390003,0.34873583260680036,1.8599244405696018,2.4411508282476024,3
1069,AL,1,4,14,23,38,209,272,1069,14,31.2,33.1,21.7,Alabama,Houston County AL,3,46234,3,50138,96.8,3,19.4,27.8,25.7,105882,50628,55254,35314,37558,13435,15541,257,317,477,660,48708,53543,33760,36203,1920,1711,1554,1355,32618,12917,46173,0.688237849681721,0.436079786932623,0.706430164814935,0.279752236155329,0.27366313443267,0.0342928920874181,0.037777903704123456,0.1322226629644321,0.2172229462987099,0.35889008518917287,1.9738954685404506,2.568897451880395,3
1071,AL,1,2,5,12,23,70,106,1071,16.8,41,28.2,14,Alabama,Jackson County AL,6,23484,3.3,44322,85.6,6,14.7,19.6,19.4,51626,25367,26259,23189,23984,893,910,421,432,132,169,24535,25507,22559,23412,832,752,630,572,19670,3717,23636,0.913745012203153,0.457831325301205,0.832205110847859,0.157260111694026,0.0349242629682718,0.030682214388099,0.03874016968194321,0.09685042420485802,0.23244101809165924,0.4455119513423469,1.3559059388680121,2.05322899314299,3
1073,AL,1,103,227,354,501,1128,1464,1073,9.9,26.4,30.3,33.4,Alabama,Jefferson County AL,1,318755,2.9,54127,104.6,1,16.2,22.5,20.9,658573,311232,347341,169820,179696,130550,155711,917,947,5599,6187,296985,334715,157313,168778,14247,12626,12507,10918,138843,181688,325848,0.530717171824536,0.494778862783625,0.426097444207115,0.557585131717856,0.434668594066261,0.0408048917887615,0.1563987591352819,0.34468464391950476,0.537525832367862,0.7607357119104488,1.7127941777145435,2.222988188097599,1
1075,AL,1,0,2,2,8,28,33,1075,17.7,39.8,30.6,11.9,Alabama,Lamar County AL,8,5849,3.1,42686,82.5,9,15.3,21.6,19.8,13805,6760,7045,5940,6143,673,753,18,25,7,8,6615,6927,5831,6043,145,118,109,100,6174,978,7193,0.875262586019558,0.521043100325969,0.858334491867093,0.135965522035312,0.103295907279971,0.0190510684534589,0,0.14487504527345166,0.14487504527345166,0.5795001810938066,2.028250633828323,2.3904382470119523,3
1077,AL,1,2,12,34,54,156,219,1077,12.6,36,27.9,23.5,Alabama,Lauderdale County AL,3,42548,3.3,48188,93.1,3,15.7,20.4,18.8,92729,44490,48239,38812,41821,4273,5016,219,195,359,399,43177,46900,37756,40669,1313,1339,1056,1152,31721,11915,44339,0.869555371027402,0.47815677943254,0.71541983355511,0.268725050181556,0.100173624216804,0.0285994672648255,0.02156822568991362,0.1294093541394817,0.36665983672853153,0.5823420936276678,1.6823216038132622,2.3617207130455413,3
1079,AL,1,0,0,25,36,70,94,1079,20.7,41.2,25.5,12.6,Alabama,Lawrence County AL,3,14306,3.1,47797,92.3,3,17.7,22.8,21.2,32924,16034,16890,12596,13161,1686,1896,936,970,33,40,15631,16514,12270,12852,403,376,326,309,12322,3562,16031,0.782316850929413,0.486909245535172,0.768635768199114,0.222194498159815,0.108796015064998,0.0236605515733204,0,0,0.7593245049204228,1.093427287085409,2.1261086137771836,2.85506013850079,3
1081,AL,1,33,43,61,66,128,166,1081,9.1,23.7,31.8,35.3,Alabama,Lee County AL,3,76580,2.7,54160,104.6,3,15.5,14.2,13.5,164542,80840,83702,58022,58389,17413,20325,323,274,3614,3246,77623,80828,55323,56041,3217,2874,2699,2348,42221,27860,71449,0.707485019022499,0.434229558410619,0.590924995451301,0.38992848045459,0.229351776446135,0.0370179042432935,0.20055669677042942,0.2613314533675293,0.37072601524230897,0.40111339354085884,0.7779168844428778,1.0088609595118572,3
1083,AL,1,0,13,20,45,106,145,1083,15.3,30.4,28.6,25.7,Alabama,Limestone County AL,2,43854,2.6,64729,125,2,12,16.3,14.3,98915,49444,49471,39932,40189,7118,6644,431,401,716,947,46311,46455,37321,37681,3133,3016,2611,2508,34640,13672,49235,0.809998483546479,0.497750593944296,0.703564537422565,0.277688636132832,0.139129555679118,0.0621644846585452,0,0.1314259717939645,0.20219380275994542,0.45493605620987715,1.0716271546277107,1.4659050700096041,3
1085,AL,1,12,26,27,29,39,53,1085,21.7,39.6,24,14.7,Alabama,Lowndes County AL,2,3587,5.7,33930,65.5,2,26.6,36.1,35.7,9726,4570,5156,1258,1269,3234,3809,16,18,24,23,4485,5060,1214,1228,85,96,44,41,1836,4972,6835,0.25981904174378,0.70275550071972,0.26861741038771,0.727432333577176,0.724141476454863,0.0186099115772157,1.2338062924120914,2.6732469668928647,2.7760641579272054,2.9816985399958873,4.009870450339297,5.44931112482007,1
1087,AL,1,4,12,18,22,38,47,1087,18.2,30.2,31.2,20.4,Alabama,Macon County AL,6,7850,4.3,34281,66.2,6,29.3,39.2,39,18068,8218,9850,1579,1551,6442,8080,19,30,71,37,8030,9695,1476,1498,188,155,103,53,1541,7108,8723,0.17323444764224,0.482787248173567,0.176659406167603,0.814857273873667,0.803741421297321,0.0189838388310826,0.22138587558113793,0.6641576267434137,0.9962364401151207,1.2176223156962587,2.1031658180208104,2.6012840380783704,1
1089,AL,1,4,30,78,150,287,489,1089,8.3,20.6,28.3,42.8,Alabama,Madison County AL,2,185219,2.5,68609,132.5,2,11.5,16.8,14.7,372909,182366,190543,128106,128722,43203,49506,1491,1507,4532,5446,172407,181150,119621,120916,9959,9393,8485,7806,102780,87286,194767,0.688714941178679,0.522290961065568,0.527707465843803,0.44815600178675,0.248610250758228,0.0518946981703311,0.010726477505235862,0.08044858128926896,0.20916631135209932,0.4022429064463448,0.7696247610006731,1.311311875015084,2
1091,AL,1,6,14,19,24,34,59,1091,16.2,38,29.8,16.1,Alabama,Marengo County AL,7,7694,3.5,38838,75,7,24.8,36.3,35.4,18863,8839,10024,4275,4518,4403,5335,25,23,25,32,8564,9771,4061,4319,275,253,214,199,5343,5488,10900,0.466150665323649,0.577850819063776,0.490183486238532,0.50348623853211,0.516248740921381,0.0279913057307957,0.3180830196681334,0.7421937125589779,1.0072628956157557,1.2723320786725336,1.802470444786089,3.1278163600699784,2
1093,AL,1,11,24,29,36,74,99,1093,20.4,34.8,32,12.8,Alabama,Marion County AL,7,12932,3.4,44675,86.3,8,16.9,23.4,21.4,29709,14626,15083,13657,14282,664,483,65,59,41,57,14192,14717,13279,13973,434,366,378,309,12205,1463,13807,0.940422094314854,0.464741324177859,0.88397189831245,0.105960744549866,0.0386078292773234,0.0269278669763371,0.37025817092463564,0.8078360092901141,0.9761351778922213,1.2117540139351712,2.490827695311185,3.3323235383217207,3
1095,AL,1,9,31,45,57,152,218,1095,18.4,31.1,31.1,19.4,Alabama,Marshall County AL,4,44085,2.5,48913,94.5,4,15.7,21.5,21.9,96774,47717,49057,44023,45791,1766,1312,572,502,287,396,40011,42491,37296,39953,7706,6566,6727,5838,33191,5943,39655,0.928079856159712,0.409769152871639,0.836994073887278,0.149867608120035,0.0318060636121272,0.14747762828859,0.093000186000372,0.32033397400128133,0.46500093000186,0.589001178002356,1.5706698080062826,2.252671172009011,3
1097,AL,1,118,194,295,365,611,792,1097,13.5,34,29.3,23.2,Alabama,Mobile County AL,2,189107,3.7,49492,95.6,2,17.7,26.4,24.1,413210,196374,216836,118447,125398,68501,81208,1868,2012,3993,4566,190001,210766,113209,120338,6373,6070,5238,5060,101243,79474,183164,0.590123665932577,0.443270976017037,0.552745080911096,0.433895306938045,0.362307301372184,0.0301130175939595,0.28556908109677887,0.46949492993877207,0.7139227027419472,0.8833280898332567,1.4786670216112872,1.9167009510902446,3
1099,AL,1,2,4,8,10,22,39,1099,14.4,47.2,24.9,13.5,Alabama,Monroe County AL,7,7329,4.9,40005,77.3,7,23.3,31.4,30.7,20733,9869,10864,5637,5840,3857,4639,137,141,51,45,9704,10682,5508,5710,165,182,129,130,6147,4455,10668,0.553561954372257,0.514542034437853,0.576209223847019,0.417604049493813,0.409781507741282,0.0167366034823711,0.0964645733854242,0.1929291467708484,0.3858582935416968,0.482322866927121,1.0611103072396662,1.881059181015772,3
1101,AL,1,43,144,185,236,370,552,1101,13.3,25,28.4,33.4,Alabama,Montgomery County AL,2,105777,3.1,52711,101.8,2,15.8,23.3,24.3,226486,106394,120092,39387,41035,61404,72952,372,393,3607,3817,102050,116092,36023,38036,4344,4000,3364,2999,33311,64529,99139,0.355085965578446,0.437726835212773,0.336002985706937,0.650894199053854,0.593219889971124,0.0368411292530223,0.18985720971715692,0.6358008883551302,0.8168275301784658,1.0420070114709077,1.6336550603569315,2.4372367386946654,1
1103,AL,1,1,15,29,51,175,263,1103,15.9,30.4,31.3,22.4,Alabama,Morgan County AL,3,58271,2.6,54355,105,3,13.7,18.8,17.1,119679,58888,60791,48936,50178,7537,8128,686,606,356,463,53228,55985,43895,45932,5660,4806,5041,4246,39664,13234,53722,0.828165342290627,0.448884098296276,0.738319496668032,0.24634228062991,0.130891802237652,0.0874505970136783,0.008355684790146976,0.12533527185220464,0.24231485891426233,0.4261399242974958,1.462244838275721,2.197545099808655,3
