Group,x,y,t,s
I,-21.11896602163,-214.31030384745,1,1
H,-2.609103591465,334.68366816625,0,0
G,-8.2214905271407,347.72195182309,1,0
F,8.9681432000213,14.258586248219,1,0
I,-2.0894339732311,26.928244539969,1,0
G,-20.145209548131,187.37042205984,1,1
I,-0.13451394491573,-16.663885712933,1,1
G,14.340992654833,411.54731724157,1,1
F,5.4091663134327,12.988479655617,1,0
H,-22.986146518023,221.21575789629,0,0
F,9.6146185210043,14.189624438107,1,0
I,-3.5178833494512,-130.63837516617,1,1
I,-10.179325287779,13.064556232218001,1,1
G,-62.732995018239,804.69739555414,1,0
F,25.412333151052,17.080132702412,1,1
I,-13.087660058442,-124.96747909159,0,0
H,13.001657944639,366.20934424326,0,0
I,4.8357753380368,-85.133281423307,1,0
F,4.2686018302425,12.823759284901,1,0
G,-6.4799904266745,500.70362111726,0,1
I,0.1681634686739,29.805635259396,1,0
H,-32.902731911234,555.47133291162,0,0
G,11.793050367289,399.61285676929,1,0
I,-17.90087065422,-147.1030309848,0,1
F,24.429864446833,17.01085561765,1,1
I,-28.248406008467,-298.52427182837,1,1
H,-4.3922950440982,269.39017009474,0,1
F,51.506266777174,20.848775030497,1,1
G,-20.618564923116,428.17852724166,1,0
H,2.4128898626253,181.74183145852,0,0
F,10.599252714123,14.090681031765,1,1
H,-0.88754479907804,305.95933487404,0,0
G,-7.0406244993399,402.41555461912,1,0
G,-10.312171778787,454.23530507704,0,1
H,68.529356722035,143.95894944806,0,0
I,-13.090439687525,-6.5450390887191,0,0
G,-17.634793435985,565.48946464364,1,1
F,18.730641853405,16.243035916715,1,0
H,-32.222851395711,301.51594264922,0,0
I,-4.2121625250262,-61.632974042386,1,1
G,-52.390247288342,754.07470606969,1,0
G,9.316658802478,452.25811567868,1,1
G,-34.62161579012,458.87427162932,1,1
F,6.6043716895414,13.204730304093,1,1
G,-20.949259074381,426.62580288603,1,1
I,-3.367203027181,53.514223363956,1,0
F,0.96981102180194,12.034899927717,1,0
G,9.7786955315521,391.9872035901,1,1
F,34.80822097734,18.74868444075,1,1
I,-4.7739976280248,-168.14871538065,1,1
I,0.057957361944933,-110.41338242889,1,0
H,83.513125259668,36.419547551973,0,1
I,-3.8870736401934,-36.818517493465,1,1
H,30.603154568748,140.59652706124,0,1
H,5.9143898277145,268.62566649989,0,1
H,-30.118882929962,409.08561379746,0,1
I,-10.71911083335,-38.437583389896,1,1
F,35.696127100706,18.868685236379,1,0
H,8.894779200151,108.03147555563,0,1
I,4.7508541530701,-149.44057688743,1,0
I,-3.5646321124232,80.749835592113,1,1
H,-28.962128265743,275.01867144742,0,0
G,21.359781227242,439.82916981114,1,1
F,17.626042138611002,15.787196185556,1,0
H,-9.4246618805568,312.28022496276,0,1
I,-15.395164821481,-347.70087153264,1,0
H,18.004421558233,231.00453637168,0,0
G,-28.97950356313,417.97149032027,1,0
I,-15.628622846971,-133.57061261384,1,0
G,-38.908294065813,525.76724893961,1,1
H,56.813512349414,51.358948986213,0,0
I,14.710031994483,22.625388634682,1,0
G,-16.627226471727,448.89470884152,0,0
I,3.4764396038262,79.460212163376,0,1
F,5.2995544296222,13.840700536203,1,1
G,-2.8320089466088,388.25266958738,1,0
I,15.603253015598,-4.1479952410553,1,1
G,-1.6076802455856,396.55080770121,1,1
G,-12.564596891666,211.58298214645,1,0
F,54.147026788512,21.610935546552,1,0
H,-11.92180353772,166.85930869908,0,0
I,-19.478065038323,-223.83480673834,0,1
I,-10.111459951434,-84.666272122723,1,0
F,6.8233468387385,13.51711583473,0,0
H,-1.8728124810722,228.0028959536,0,1
H,-4.3319788655881,328.94518759192,0,1
F,29.278947617523,17.748014098751,1,1
G,1.5483471520936,501.587282887,1,1
H,-40.034124022831,494.56952189075,0,1
H,-30.786477723059,423.67473108725,0,0
H,40.263114570297,101.78120548594,0,1
G,-8.2818977587306,250.10484265774,1,1
F,1.1625911664043,11.788543405307,1,1
F,15.981665666207,15.31689316824,1,0
G,7.8619426967865,237.35559102164,1,0
F,32.440057716537,18.076156114788,1,0
H,65.383281613413,154.87462153746,0,1
F,12.452181120614,14.787810285451,1,1
I,7.2318960457257,16.353121165351,1,1
I,12.382920317064,53.691479586852,1,0
G,-27.183862474833,324.89360228316,1,1
I,-3.7941012963625,-66.799136658571,1,1
H,-11.709651169698,365.04411445094,0,1
I,-4.6900890049013,-46.368409468964,1,1
F,58.237015247455,22.51231216542,1,0
H,18.022015340636,183.38146013412,0,0
G,-23.847316818241,318.60562563949,1,1
F,2.4586279450257,13.306762777235,1,0
G,-3.5040132410377,454.82115563835,1,1
F,19.097266722981,15.881920786187,1,0
G,-17.632321144749,349.51101219166,1,1
H,27.311737172916,233.78200971278,0,0
H,36.753586925451,132.43316844545,0,1
H,57.948789308289,105.2504638742,0,1
F,1.1989510800685,11.826071603101,1,0
F,3.9600401753374,12.630555970728,1,0
H,19.908508091657,337.34636190643,0,0
F,32.398934784531,18.320054197659,1,0
F,1.1640397455376,12.381626186876,1,0
H,59.888569934707,79.896735710509,0,1
I,6.8636061725503,-54.421055426086,0,0
H,63.322995380183,46.796188240776,0,0
H,60.916836308277,132.56842729522,0,0
F,9.9193165581298,14.299823583198,1,1
I,-16.948256299807,-177.87965480512,1,0
H,4.7119512742907,269.092669786,0,1
I,12.714358644427,17.749143824796,1,1
I,-15.077809041402,-167.24180751259,1,0
I,-14.496605802093,-276.31440700046,0,1
I,14.682780678236,8.9041526042409,1,0
G,-10.812241404696,426.17776238787,1,0
H,2.7145561150809,246.57673961649,0,0
I,-16.058657054351,-150.97171447937,1,1
H,8.898680327413,253.76588271128,0,0
H,28.202297574469,131.35247298346,0,0
I,-12.644520069307,17.971764235744,0,1
G,-17.988999153482,404.83525220856,1,0
H,61.017758980867,13.501354607056,0,1
F,16.028743549263,15.377741027244,1,1
G,4.0011962838477,168.78725598184,1,0
I,4.7508529572519,0.8285066396131,0,0
F,13.084503957575,15.048039974777,1,0
H,15.827655624052,237.70287999264,0,0
G,25.765159556533,391.25022689544,1,0
I,-22.617045113639,-141.42892919547,1,1
I,1.3083162514066,114.33996717182,0,1
F,54.54302563171,21.453343093624,1,0
G,-35.656006656427,507.68959065466,1,0
F,22.685838025383,16.694851687673,1,0
G,-26.402592129261,291.56638374113,1,0
H,7.0175068583421,214.40472484166,0,0
I,3.2213881864312,-79.70322068208,1,1
G,-12.118793113212,347.67001834264,1,0
H,-0.82517933464851,296.74616173177,0,0
H,31.422515059552,136.38600767841,0,0
I,12.788055399334,138.69408438108,1,1
F,14.069478638503,15.285888840257,0,0
H,13.007371994205,164.62443666236,0,1
F,35.461940628226,18.914321742074,1,1
I,-4.6840020109359,-139.10593188885,1,1
F,29.782513826984,18.053088773258,1,1
I,20.613692760288,108.46229180343,0,1
H,32.544193946544,66.563557073271,0,1
F,1.0596959083619,12.51249071091,1,1
H,17.998066141269,189.37996786385,0,1
G,-39.614431669756,648.14413608385,1,0
I,-6.8064394592337,-109.09432695484,1,1
F,41.483707723899,19.654343712518,1,0
F,13.298842310579,14.231299329126,1,0
I,15.411336540436,-63.703578550231,0,1
H,15.566737186893,157.98444538144,0,1
H,-1.5256560028185,249.18383473446,0,1
H,48.098186230333,15.022223589952,0,1
H,-32.104144207716,256.01153100143,0,1
F,41.623697824601,19.965774924823,1,1
I,-17.768407280915,-135.09927820559,1,0
I,-21.515844884569,-366.74765378178,1,1
H,15.388894180017,190.20398637429,0,0
I,-8.6099229387985,-95.291317660032007,1,1
F,18.272948268928,15.786597128697,1,0
I,-4.3974138113658,-5.3950903161406,1,1
F,8.3518242679312,14.260380465542,1,0
H,-28.844561113904,417.46284301694,0,1
F,45.229987717806,20.424739774119,1,1
F,23.467270483015,16.728507706562,1,1
H,3.5590750773247,237.29501205976,0,1
F,49.514293171239,21.166933962215,1,1
G,-67.940956903128,642.95705492467,1,1
H,-31.186907343653,411.55967531566,0,0
I,-10.968256333828,-183.93780251962,1,1
G,-24.435361401846,561.24396892602,0,0
G,-48.250094833435,848.1849256494,1,0
F,3.9490718198703,12.257777287684,1,0
F,24.415266207613,17.092865653046,1,1
F,6.6071267056312,14.050194143921,1,0
F,5.5006511097311,12.819461547157,1,1
H,61.328554718908,52.744467538662,0,0
F,15.884346703945,15.755609584875,1,1
I,7.3560787971858,78.757669848743,1,1
I,-4.1039633197263,-66.250999304583,1,0
I,-41.718467074781,-230.08993927487,1,1
H,13.502180851764,280.29386596256,0,1
H,-10.858547894684,248.39871390974,0,1
G,-1.8629310698542,491.09459069282,1,0
F,4.9962531174516,12.67318509583,1,1
I,-14.858947910303,-4.5425255003118,1,1
F,27.200803084858,17.387396295448,1,1
F,15.98333952482,14.964468508011,1,1
H,94.252093135497,120.23747722397,0,0
F,13.980858430257,14.750219431393,1,1
F,18.684678307122,16.111842877094,1,0
F,43.310964596137,19.823846494416,1,1
F,25.950717991195,17.444977680325,1,0
H,1.098855029372,273.47116655226,0,0
F,11.3212293523,14.761209518483,1,0
H,1.6684985010272,201.21597612194,0,0
F,31.622736251737,18.332045142704,0,0
F,37.876001900004,19.071593300209,1,0
F,18.660624601255,16.589610058263,1,0
H,17.982216247815,84.496881295693,0,0
F,42.542427025988,19.793548410537,1,0
G,-40.883616238778004,497.33166811025,1,0
F,31.778272683629,18.15718590251,1,0
F,30.692117983798,17.409149308451,1,1
F,42.979732599566,20.202911607874,1,1
I,0.70174694233655,-24.185582822275,1,1
H,6.7423011906176,165.91509533437,0,0
F,3.761050620005,12.964328448053,1,1
F,25.575037712033,16.924346330172,1,1
F,6.4588369859656,13.148325736599,1,0
I,-11.532995157192,-140.04097289035,1,1
F,14.621677825517,15.411274705159,1,0
I,-7.6336661021382,-63.901464872016,1,1
I,-15.994048137681,-77.720262546893,0,1
H,17.338519270689,215.98220837721,0,0
H,-70.566720738805,570.35486573696,0,0
G,-74.649308646866,885.58133881147,1,0
H,24.844808155133,161.35811711585,1,1
G,-4.986900796642,483.656481759,1,1
G,-35.700423769979,519.67160446927,1,0
G,-54.816626436923,696.42743001898,1,1
H,41.71702993974,120.3379848289,0,0
H,-24.996833163778,415.29104477739,0,0
G,-39.463082066953,716.2674419965,1,0
G,-7.0877423850297,456.65868553317,1,1
F,11.031519709635,14.735099067463,1,0
I,-15.444775680287,-188.31311599739,1,1
I,11.28016466381,-2.1689690324333,1,1
F,48.728530743499,20.971362345083,1,0
I,-27.216045271706,-263.09873356814,1,0
G,-7.3734153455,438.0140740336,1,1
H,22.469875724274,163.52563058609,0,1
I,-6.1304825987343,-46.585152966243,1,1
G,-42.393160349407,587.86688391951,1,0
H,85.071399925776,130.92939643279001,0,0
I,3.8778789373477,16.678395193386,1,1
H,52.929782681134,154.04528681517,0,1
G,2.9964807415365,286.75233136385,1,1
F,41.364923609125,19.700725076791,0,0
I,-22.213773596666,-144.64453313902,1,1
F,17.055636733331,15.381410662317,1,0
G,14.243381068224,308.52158868291,1,1
I,-7.4843906650713,-55.03474546924,1,0
H,-39.050550210313,455.38137755747,0,1
F,16.948287853481,15.312166367356,1,0
I,-15.43435748873,-134.32232173268,1,0
H,-16.051815923793,503.57920533446,0,1
I,-18.430485380548,-119.19549993761,1,0
G,-36.769083826229,713.56498164896,1,0
F,80.301030344470007,25.111671563118,1,0
I,8.7717477883081,-28.935456693608,1,0
I,-19.722770655864,-269.86745649663,0,0
G,-31.853116206756,626.44087110713,1,1
G,-26.666112627679,477.12427383527,1,0
H,-7.6328857953813,268.42656698517,0,0
I,-0.669745272803,-49.325963380433,1,1
I,-13.302186404496,-191.84719519124,0,1
F,4.2676818493137,12.368511479254,1,0
G,-17.167881483756,510.85840638068,1,0
I,-8.9728498132773,-137.25549607037,1,0
G,9.3308866412057,388.06353920655,1,0
I,-4.8861690842948,-158.93664619836,1,1
I,-22.388245112909,-157.73039967647,1,1
F,10.01155112498,14.170461193915,0,0
H,4.3083778812123,125.36490124947,0,1
F,5.3810889084735,12.65931667754,1,0
H,48.330036304579,45.856576401208,0,0
G,-5.8252383413842,438.47476829843,1,1
H,-11.200470221322,309.81722152178,0,1
H,-24.459213430741,293.92169390755,0,1
F,3.6451625254215,13.2341467671,1,1
I,-1.0061326054885,-184.53225120368,1,1
G,-20.09422164601,411.68455977118,1,1
G,3.5510066102962,364.05770005987,1,1
H,74.857733637028,35.604108154124,1,1
H,-31.102528301115,465.47348267141,0,0
H,-19.896197916892,394.13622597751,0,1
I,-2.6337282562785,-9.4865228615173,1,0
I,-5.0762851043028,-291.53246261158,1,1
F,27.015979160096,17.166930214585,1,0
H,25.048391501442,78.763266311848,0,0
H,6.2050255305157,221.26218975441,0,0
F,9.4872082543965,14.038462423336,1,1
I,-1.7236333520727,-50.326960950311,1,0
G,-19.448806464415,205.04932771625,1,1
F,10.056014169034,14.504619953858,1,1
G,-32.803646849377,608.33623675738,1,0
I,12.382355415906,123.32967319867,1,1
F,12.892696564501,15.21001991258,1,1
I,3.805810406248,-27.774899469584,1,1
H,11.91198056839,97.999313158448,0,0
I,-1.2396797753124,-85.924509021418,1,0
H,24.45184227985,214.65424080177,0,0
G,-7.4060733022196,268.78824811978,1,1
H,2.705225174178,313.41294853129,0,1
F,1.665497382947,12.507764100627,1,1
F,19.399850765895,16.011937579467,1,1
I,2.5068258892311,-76.240422967933,1,0
H,33.027223285766,251.24032410059,0,1
I,-3.7222490910079,-7.518657605871,1,0
I,-14.730585528412,-210.06578725114,1,0
I,-2.3199412726424,-209.31446315223,1,0
G,18.628919719546,374.95435272248,1,1
H,0.39200136456267,174.49194491631,0,1
F,10.728080293503,14.614916750569,1,1
H,0.51678870037049,264.83822933111003,0,0
G,4.5186571695463,340.04052289903,1,1
I,5.0042013227959,36.073538009112,1,0
F,18.084531577343,15.740503175863,1,1
H,-18.678937191925,404.7675469321,0,1
G,-59.606380190983,764.84858356083,1,0
F,13.203844634445,14.664864558718,1,1
F,28.626575294243,17.127890161006,1,1
G,-2.3469477623454,453.12524419097,1,1
F,48.312872995768,21.071601081359,1,1
G,-26.237124328146,369.29421438616,1,1
F,27.783326626654,17.890507049711,1,0
G,-15.579529423071,289.17181875192,1,0
H,-8.6994917572939,401.97363494289,0,0
I,-28.356293602547,-336.55734585065,1,0
G,-27.833651706033,489.49077042727,1,1
F,6.0318490024804,13.096872832654,0,0
I,7.1196509404665,59.107189412744,1,0
I,-1.9241855400261,-94.060086806333,1,0
F,8.6374959510926,13.86194403938,1,0
F,37.404470734021,19.090905266275,1,1
F,5.5274469980632,13.628095369803,1,1
G,0.81304240218039,383.37125178723,1,1
G,-21.072587523643,403.59508653246,1,0
F,32.923676395288,18.759055662484,1,1
F,5.348259793291,12.287743545157,1,1
H,15.193423535765,332.52198654857,0,0
H,37.171482822006,48.304145638507,0,1
I,-13.216560692627,-111.55006638521,0,0
H,36.859267740911,106.32836710258,0,0
F,16.377238274728,15.345595334761,1,0
G,5.877874213214,408.26170148852,0,0
G,-4.3512711480033,438.16786025705,1,1
H,61.905947981358,81.718825701959,0,0
G,-2.9825754081749,378.63081587554,1,1
F,60.155464018767,22.441453511533,1,0
F,21.381101730923,15.893255837668,1,0
I,-12.223075725708,-145.03706944596,1,0
F,23.313914335013,16.835039932273,1,1
I,15.883847975584,153.66050914007,1,0
I,-3.181188758547,-124.00927993842,1,1
I,-27.878338993005,-256.87240236107,1,0
G,14.146925616612,225.93155236399,1,0
I,-1.0507205361737,65.458944997498,1,0
G,-5.9467089976867,487.8105425885,1,1
G,26.99183270102,449.38478381018,1,1
G,10.618009194088,409.00318573788,1,0
F,24.748965368955,17.278199680977,1,1
F,54.934608437556,21.217900654266,1,1
H,-25.899792128662,275.63803732611,0,1
I,12.67127559505,-65.018010121313,1,1
H,27.108249935838,157.1734274431,0,0
G,-19.123978691233,343.3374478311,1,0
F,8.2794205929522,13.884354548121,1,1
H,44.48652966576,60.455303599804,0,0
H,29.888992375643,24.94353621171,0,0
H,68.098199993418,12.570660016299,0,0
I,-6.4883738716544,123.32184563546,1,1
G,-44.619252548376,491.61630108376,1,0
G,-31.651204646868,481.0462801899,1,1
F,6.9687045183818,13.538439763836,1,0
F,12.092167091599,14.384507524358,1,0
I,-13.51684315061,-83.915758945009,0,0
H,16.21318033301,102.15551024264,0,0
F,30.569774540407,18.176703211417,1,0
H,1.3289534902801,310.52705816903,0,0
G,-8.1315502781102,283.21761941827,1,1
H,25.905634585724,29.367936914027,0,1
G,-26.290922707082,442.03844560265,1,0
G,-13.317029323111,333.43243220655,1,0
H,4.3839495262988,188.56060446313,0,0
G,-19.589400307084,415.61089750222,1,1
H,37.883004462292,159.77896384559,0,0
I,-1.2390013273056,-106.2200884401,1,1
F,26.443896584419,17.302033617634,1,1
I,-0.65180158505766,-121.87768519943,1,0
H,9.0973259658075,457.37158209382,0,1
F,28.942143408089,17.422365243478,0,0
G,15.270901206541,319.13685503515,1,0
I,-7.4188515527262,-212.61497033789001,1,1
F,29.512045291957,17.843827713841,1,0
I,-16.105681693696,-115.68853013575,1,0
F,6.4250755870832,13.565445400719,1,1
H,-38.801927664225,431.84194852451,0,0
F,10.566054426397,14.479336161545,1,0
H,5.6282774166336,255.83109591381,0,0
G,20.452689138452,356.55843541006,1,1
H,5.0892312508492,197.71306564599,0,1
F,15.808609823607,15.585741836321,1,1
I,-2.4935300291951,6.0651975190571,1,1
F,14.478022571876,14.954201861085,1,1
F,31.155569745766,17.520554789335,1,0
F,62.127310510784,22.891074881358,1,0
F,31.080329094585,18.339991931136,1,0
I,-2.7010279762098,-133.24620774074,1,0
G,-1.8511549373395,423.31640537191,1,0
H,60.803369605357,101.28517957418,0,1
F,26.988220051391,17.458016910277,1,1
H,-10.156470657399,421.19134270316,0,0
F,3.4100935838232,12.650615937183,1,0
G,-21.184520309877,435.99511330295,1,1
I,-6.7689337561694,-24.097090937242,0,0
H,-15.072855043725,215.72548300807,0,1
F,21.709783371403,16.636321237547,1,0
I,-27.415221078515,-281.10401848383,1,1
F,15.200887358375,15.176290065125,1,0
I,-8.143268336143,17.22608159167,1,0
H,38.518684833086,238.77953096655,0,0
F,28.741120118062,17.406014992869,1,0
G,20.135545619361,431.03967200687,1,0
G,31.185874068265,373.32794550635,1,0
G,-27.249597500195,484.49502979894,0,0
F,17.505449868508,15.641467259335,1,1
F,18.427341561963,16.091280318778,1,1
F,10.843138460463,14.37714213796,1,0
H,49.725632088131,105.05598670247,0,0
F,22.953756008741,16.873484552732,1,0
I,-11.309778979192,-74.234476463047,1,0
H,44.955971007215,92.22600917389,0,1
I,-19.316711496709,-234.65430102807,1,0
F,9.4127090719588,14.153371051254,1,1
G,-6.1672269013558,343.50492413459,1,0
I,-23.132710458773,-111.86656553478,0,1
G,-37.520262745451,541.19298630822,1,1
F,6.1461343728686,12.99559496557,1,1
F,1.8985296468709,12.484720126616,1,0
I,-22.115128900444,-388.97181285032,1,0
